_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
11322,Accipiter nisus,Eurasian Sparrowhawk,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Accipiter nisus,0
11323,Corvus cornix,Hooded Crow,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Corvus cornix,0
11324,Motacilla cinerea,Gray Wagtail,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Motacilla cinerea,0
11325,Motacilla cinerea,Gray Wagtail,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Motacilla cinerea,0
11326,Larus argentatus,Herring Gull,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Larus argentatus,0
11327,Ardea cinerea,Gray Heron,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Ardea cinerea,1
11328,Cygnus olor,Mute Swan,2019-06-25T00:00:00,2019,6,25,1547,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Cygnus olor,1
11329,Alca torda,Razorbill,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
11330,Alca torda,Razorbill,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
11331,Alca torda,Razorbill,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
11332,Fratercula arctica,Atlantic Puffin,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
11333,Fratercula arctica,Atlantic Puffin,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
11334,Pyrrhocorax pyrrhocorax,Red-billed Chough,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
11335,Pyrrhocorax pyrrhocorax,Red-billed Chough,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
11336,Pyrrhocorax pyrrhocorax,Red-billed Chough,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
11337,Pyrrhocorax pyrrhocorax,Red-billed Chough,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
11338,Anthus sp.,pipit sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus sp.,0
11339,Anthus sp.,pipit sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus sp.,0
11340,Anthus sp.,pipit sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus sp.,0
11341,Anthus sp.,pipit sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus sp.,0
11342,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Passeriformes sp.,0
11343,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Passeriformes sp.,0
11344,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Passeriformes sp.,0
11345,Alca torda,Razorbill,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
11346,Fratercula arctica,Atlantic Puffin,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
11347,Fratercula arctica,Atlantic Puffin,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
11348,Larus marinus,Great Black-backed Gull,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larus marinus,1
11349,Larus marinus,Great Black-backed Gull,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larus marinus,1
11350,Anthus pratensis,Meadow Pipit,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
11351,Anthus pratensis,Meadow Pipit,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
11352,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11353,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11354,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11355,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11356,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11357,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11358,Larinae sp.,gull sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larinae sp.,0
11359,Alcidae sp.,alcid sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alcidae sp.,0
11360,Alcidae sp.,alcid sp.,2019-06-26T00:00:00,2019,6,26,834,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alcidae sp.,0
11361,Pyrrhula pyrrhula,Eurasian Bullfinch,2019-06-26T00:00:00,2019,6,26,1245,Ireland,IE-M-CE,Munster,Clare,Doolin Cave,53.0415,-9.3449,Pyrrhula pyrrhula,0
11362,Pyrrhula pyrrhula,Eurasian Bullfinch,2019-06-26T00:00:00,2019,6,26,1245,Ireland,IE-M-CE,Munster,Clare,Doolin Cave,53.0415,-9.3449,Pyrrhula pyrrhula,0
11363,Charadrius hiaticula,Common Ringed Plover,2019-06-26T00:00:00,2019,6,26,1453,Ireland,IE-M-CE,Munster,Clare,Finavarra Point,53.1498,-9.1355,Charadrius hiaticula,0
11364,Charadrius hiaticula,Common Ringed Plover,2019-06-26T00:00:00,2019,6,26,1453,Ireland,IE-M-CE,Munster,Clare,Finavarra Point,53.1498,-9.1355,Charadrius hiaticula,0
11365,Linaria cannabina,Eurasian Linnet,2019-06-26T00:00:00,2019,6,26,1453,Ireland,IE-M-CE,Munster,Clare,Finavarra Point,53.1498,-9.1355,Linaria cannabina,0
11366,Linaria cannabina,Eurasian Linnet,2019-06-26T00:00:00,2019,6,26,1453,Ireland,IE-M-CE,Munster,Clare,Finavarra Point,53.1498,-9.1355,Linaria cannabina,0
11367,Linaria cannabina,Eurasian Linnet,2019-06-26T00:00:00,2019,6,26,1453,Ireland,IE-M-CE,Munster,Clare,Finavarra Point,53.1498,-9.1355,Linaria cannabina,0
11368,Linaria cannabina,Eurasian Linnet,2019-06-26T00:00:00,2019,6,26,1453,Ireland,IE-M-CE,Munster,Clare,Finavarra Point,53.1498,-9.1355,Linaria cannabina,0
11369,Riparia riparia,Bank Swallow,2019-06-29T00:00:00,2019,6,29,1412,Ireland,IE-M-CK,Munster,Cork,Garretstown White Strand,51.6378,-8.5624,Riparia riparia,0
11370,Riparia riparia,Bank Swallow,2019-06-29T00:00:00,2019,6,29,1412,Ireland,IE-M-CK,Munster,Cork,Garretstown White Strand,51.6378,-8.5624,Riparia riparia,0
11371,Riparia riparia,Bank Swallow,2019-06-29T00:00:00,2019,6,29,1412,Ireland,IE-M-CK,Munster,Cork,Garretstown White Strand,51.6378,-8.5624,Riparia riparia,0
11372,Corvus monedula,Eurasian Jackdaw,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Corvus monedula,0
11373,Corvus monedula,Eurasian Jackdaw,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Corvus monedula,0
11374,Periparus ater,Coal Tit,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Periparus ater,0
11375,Fringilla coelebs,Common Chaffinch,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Fringilla coelebs,0
11376,Turdus philomelos,Song Thrush,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Turdus philomelos,0
11377,Turdus philomelos,Song Thrush,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Turdus philomelos,0
11378,Turdus philomelos,Song Thrush,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Turdus philomelos,0
11379,Fringilla coelebs,Common Chaffinch,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Fringilla coelebs,0
11380,Fringilla coelebs,Common Chaffinch,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Fringilla coelebs,0
11381,Turdus merula,Eurasian Blackbird,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Turdus merula,0
11382,Chloris chloris,European Greenfinch,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Chloris chloris,0
11383,Chloris chloris,European Greenfinch,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Chloris chloris,0
11384,Muscicapa striata,Spotted Flycatcher,2019-06-30T00:00:00,2019,6,30,1535,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Muscicapa striata,0
11385,Corvus frugilegus,Rook,2019-07-01T00:00:00,2019,7,1,1037,Ireland,IE-M-CK,Munster,Cork,"Bishop Lucey Park, Cork IE",51.8973,-8.4754,Corvus frugilegus,0
11386,Motacilla cinerea,Gray Wagtail,2019-07-01T00:00:00,2019,7,1,1037,Ireland,IE-M-CK,Munster,Cork,"Bishop Lucey Park, Cork IE",51.8973,-8.4754,Motacilla cinerea,0
11387,Motacilla cinerea,Gray Wagtail,2019-07-01T00:00:00,2019,7,1,1037,Ireland,IE-M-CK,Munster,Cork,"Bishop Lucey Park, Cork IE",51.8973,-8.4754,Motacilla cinerea,0
11388,Tadorna tadorna,Common Shelduck,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Tadorna tadorna,1
11389,Vanellus vanellus,Northern Lapwing,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Vanellus vanellus,0
11390,Vanellus vanellus,Northern Lapwing,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Vanellus vanellus,0
11391,Numenius arquata,Eurasian Curlew,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Numenius arquata,0
11392,Numenius arquata,Eurasian Curlew,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Numenius arquata,0
11393,Numenius arquata,Eurasian Curlew,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Numenius arquata,0
11394,Tringa totanus,Common Redshank,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Tringa totanus,0
11395,Tringa totanus,Common Redshank,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Tringa totanus,0
11396,Tringa totanus,Common Redshank,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Tringa totanus,0
11397,Tringa totanus,Common Redshank,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Tringa totanus,0
11398,Tringa totanus,Common Redshank,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Tringa totanus,0
11399,Passer domesticus,House Sparrow,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passer domesticus,0
11400,Chloris chloris,European Greenfinch,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Chloris chloris,0
11401,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passeriformes sp.,0
11402,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passeriformes sp.,0
11403,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passeriformes sp.,0
11404,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passeriformes sp.,0
11405,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passeriformes sp.,0
11406,Passeriformes sp.,passerine sp.,2019-06-26T00:00:00,2019,6,26,1750,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle Grounds,53.1423,-8.9261,Passeriformes sp.,0
11407,Limnodromus griseus,Short-billed Dowitcher,2019-10-22T00:00:00,2019,10,22,1200,Ireland,IE-L-LH,Leinster,Louth,Navvy Bank,54.0071,-6.3674,Limnodromus griseus,0
11408,Limnodromus griseus,Short-billed Dowitcher,2019-10-22T00:00:00,2019,10,22,1200,Ireland,IE-L-LH,Leinster,Louth,Navvy Bank,54.0071,-6.3674,Limnodromus griseus,0
11409,Accipiter nisus,Eurasian Sparrowhawk,2019-10-23T00:00:00,2019,10,23,1100,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Accipiter nisus,0
11410,Accipiter nisus,Eurasian Sparrowhawk,2019-10-23T00:00:00,2019,10,23,1100,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Accipiter nisus,0
11411,Accipiter nisus,Eurasian Sparrowhawk,2019-10-23T00:00:00,2019,10,23,1100,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Accipiter nisus,0
11412,Accipiter nisus,Eurasian Sparrowhawk,2019-10-23T00:00:00,2019,10,23,1100,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Accipiter nisus,0
11413,Accipiter nisus,Eurasian Sparrowhawk,2019-10-23T00:00:00,2019,10,23,1100,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Accipiter nisus,0
11414,Plectrophenax nivalis,Snow Bunting,2019-10-23T00:00:00,2019,10,23,1701,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Plectrophenax nivalis,0
11415,Pyrrhocorax pyrrhocorax,Red-billed Chough,2019-10-15T00:00:00,2019,10,15,1100,Ireland,IE-M-CK,Munster,Cork,St Finbarr's Oratory,51.8397,-9.3186,Pyrrhocorax pyrrhocorax,0
11416,Pyrrhocorax pyrrhocorax,Red-billed Chough,2019-10-15T00:00:00,2019,10,15,1100,Ireland,IE-M-CK,Munster,Cork,St Finbarr's Oratory,51.8397,-9.3186,Pyrrhocorax pyrrhocorax,0
11417,Chroicocephalus ridibundus,Black-headed Gull,2019-10-16T00:00:00,2019,10,16,1600,Ireland,IE-M-CK,Munster,Cork,Kinsale Harbor,51.7045,-8.521,Chroicocephalus ridibundus,1
11418,Tringa totanus,Common Redshank,2019-10-16T00:00:00,2019,10,16,1600,Ireland,IE-M-CK,Munster,Cork,Kinsale Harbor,51.7045,-8.521,Tringa totanus,0
11419,Larus marinus,Great Black-backed Gull,2019-10-16T00:00:00,2019,10,16,1600,Ireland,IE-M-CK,Munster,Cork,Kinsale Harbor,51.7045,-8.521,Larus marinus,1
11420,Ardea cinerea,Gray Heron,2019-10-16T00:00:00,2019,10,16,1600,Ireland,IE-M-CK,Munster,Cork,Kinsale Harbor,51.7045,-8.521,Ardea cinerea,1
11421,Motacilla cinerea,Gray Wagtail,2019-10-08T00:00:00,2019,10,8,840,Ireland,IE-C-GY,Connaught,Galway,Gort,53.066,-8.8178,Motacilla cinerea,0
11422,Fringilla coelebs,Common Chaffinch,2019-10-08T00:00:00,2019,10,8,840,Ireland,IE-C-GY,Connaught,Galway,Gort,53.066,-8.8178,Fringilla coelebs,0
11423,Certhia familiaris,Eurasian Treecreeper,2019-10-08T00:00:00,2019,10,8,840,Ireland,IE-C-GY,Connaught,Galway,Gort,53.066,-8.8178,Certhia familiaris,0
11424,Corvus frugilegus,Rook,2012-10-04T00:00:00,2012,10,4,1230,Ireland,IE-M-KY,Munster,Kerry,Killarney NP--Muckross,52.0179,-9.5088,Corvus frugilegus,0
11425,Corvus cornix,Hooded Crow,2012-10-04T00:00:00,2012,10,4,1230,Ireland,IE-M-KY,Munster,Kerry,Killarney NP--Muckross,52.0179,-9.5088,Corvus cornix,0
11426,Motacilla alba,White Wagtail,2012-10-04T00:00:00,2012,10,4,1230,Ireland,IE-M-KY,Munster,Kerry,Killarney NP--Muckross,52.0179,-9.5088,Motacilla alba,0
11427,Tachybaptus ruficollis,Little Grebe,2013-05-25T00:00:00,2013,5,25,1500,Ireland,IE-L-WW,Leinster,Wicklow,Poulaphouca Reservoir--general,53.115,-6.5159,Tachybaptus ruficollis,1
11428,Erithacus rubecula,European Robin,2013-05-25T00:00:00,2013,5,25,1500,Ireland,IE-L-WW,Leinster,Wicklow,Poulaphouca Reservoir--general,53.115,-6.5159,Erithacus rubecula,0
11429,Erithacus rubecula,European Robin,2013-05-25T00:00:00,2013,5,25,1500,Ireland,IE-L-WW,Leinster,Wicklow,Poulaphouca Reservoir--general,53.115,-6.5159,Erithacus rubecula,0
11430,Erithacus rubecula,European Robin,2013-05-25T00:00:00,2013,5,25,1500,Ireland,IE-L-WW,Leinster,Wicklow,Poulaphouca Reservoir--general,53.115,-6.5159,Erithacus rubecula,0
11431,Larus argentatus,Herring Gull,2013-06-10T00:00:00,2013,6,10,1100,Ireland,IE-M-KY,Munster,Kerry,Dunmore Head,52.1106,-10.4741,Larus argentatus,0
11432,Turdus philomelos,Song Thrush,2013-06-10T00:00:00,2013,6,10,1100,Ireland,IE-M-KY,Munster,Kerry,Dunmore Head,52.1106,-10.4741,Turdus philomelos,0
11433,Anas crecca carolinensis,Green-winged Teal (American),2019-10-27T00:00:00,2019,10,27,1406,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Anas crecca,0
11434,Anser brachyrhynchus,Pink-footed Goose,2019-10-28T00:00:00,2019,10,28,852,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Anser brachyrhynchus,1
11435,Anas crecca carolinensis,Green-winged Teal (American),2019-10-28T00:00:00,2019,10,28,852,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Anas crecca,0
11436,Limnodromus griseus,Short-billed Dowitcher,2019-10-19T00:00:00,2019,10,19,1211,Ireland,IE-L-LH,Leinster,Louth,Dundalk Harbour--George's Quay,54.009,-6.3897,Limnodromus griseus,0
11437,Limnodromus griseus,Short-billed Dowitcher,2019-10-19T00:00:00,2019,10,19,1211,Ireland,IE-L-LH,Leinster,Louth,Dundalk Harbour--George's Quay,54.009,-6.3897,Limnodromus griseus,0
11438,Limnodromus griseus,Short-billed Dowitcher,2019-10-19T00:00:00,2019,10,19,1211,Ireland,IE-L-LH,Leinster,Louth,Dundalk Harbour--George's Quay,54.009,-6.3897,Limnodromus griseus,0
11439,Limnodromus griseus,Short-billed Dowitcher,2019-10-19T00:00:00,2019,10,19,1211,Ireland,IE-L-LH,Leinster,Louth,Dundalk Harbour--George's Quay,54.009,-6.3897,Limnodromus griseus,0
11440,Limnodromus griseus,Short-billed Dowitcher,2019-10-19T00:00:00,2019,10,19,1211,Ireland,IE-L-LH,Leinster,Louth,Dundalk Harbour--George's Quay,54.009,-6.3897,Limnodromus griseus,0
11441,Limnodromus griseus,Short-billed Dowitcher,2019-10-19T00:00:00,2019,10,19,1211,Ireland,IE-L-LH,Leinster,Louth,Dundalk Harbour--George's Quay,54.009,-6.3897,Limnodromus griseus,0
11442,Limosa limosa,Black-tailed Godwit,2019-08-27T00:00:00,2019,8,27,1539,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand & Merrion Gates,53.3169,-6.1998,Limosa limosa,0
11443,Limosa limosa,Black-tailed Godwit,2019-08-27T00:00:00,2019,8,27,1539,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand & Merrion Gates,53.3169,-6.1998,Limosa limosa,0
11444,Ardea cinerea,Gray Heron,2019-08-27T00:00:00,2019,8,27,1654,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand--North end,53.3333,-6.2064,Ardea cinerea,1
11445,Haematopus ostralegus,Eurasian Oystercatcher,2019-08-27T00:00:00,2019,8,27,1539,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand & Merrion Gates,53.3169,-6.1998,Haematopus ostralegus,0
11446,Numenius arquata,Eurasian Curlew,2019-08-27T00:00:00,2019,8,27,1539,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand & Merrion Gates,53.3169,-6.1998,Numenius arquata,0
11447,Chroicocephalus ridibundus,Black-headed Gull,2019-08-27T00:00:00,2019,8,27,1539,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand & Merrion Gates,53.3169,-6.1998,Chroicocephalus ridibundus,1
11448,Tringa totanus,Common Redshank,2019-08-27T00:00:00,2019,8,27,1654,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand--North end,53.3333,-6.2064,Tringa totanus,0
11449,Chroicocephalus ridibundus,Black-headed Gull,2019-08-27T00:00:00,2019,8,27,1654,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand--North end,53.3333,-6.2064,Chroicocephalus ridibundus,1
11450,Corvus cornix,Hooded Crow,2019-08-27T00:00:00,2019,8,27,1654,Ireland,IE-L-DN,Leinster,Dublin,Sandymount Strand--North end,53.3333,-6.2064,Corvus cornix,0
11451,Saxicola rubicola,European Stonechat,2019-08-31T00:00:00,2019,8,31,1836,Ireland,IE-L-OY,Leinster,Offaly,Clara Bog NR,53.323,-7.6269,Saxicola rubicola,0
11452,Oenanthe oenanthe,Northern Wheatear,2019-08-31T00:00:00,2019,8,31,1836,Ireland,IE-L-OY,Leinster,Offaly,Clara Bog NR,53.323,-7.6269,Oenanthe oenanthe,0
11453,Anthus pratensis,Meadow Pipit,2019-08-31T00:00:00,2019,8,31,1836,Ireland,IE-L-OY,Leinster,Offaly,Clara Bog NR,53.323,-7.6269,Anthus pratensis,0
11454,Saxicola rubicola,European Stonechat,2019-08-31T00:00:00,2019,8,31,1836,Ireland,IE-L-OY,Leinster,Offaly,Clara Bog NR,53.323,-7.6269,Saxicola rubicola,0
11455,Calandrella brachydactyla,Greater Short-toed Lark,2019-10-28T00:00:00,2019,10,28,1205,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Calandrella brachydactyla,0
11456,Calandrella brachydactyla,Greater Short-toed Lark,2019-10-28T00:00:00,2019,10,28,1205,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Calandrella brachydactyla,0
11457,Calandrella brachydactyla,Greater Short-toed Lark,2019-10-28T00:00:00,2019,10,28,1205,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Calandrella brachydactyla,0
11458,Calandrella brachydactyla,Greater Short-toed Lark,2019-10-28T00:00:00,2019,10,28,1205,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Calandrella brachydactyla,0
11459,Calandrella brachydactyla,Greater Short-toed Lark,2019-10-28T00:00:00,2019,10,28,1205,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Calandrella brachydactyla,0
11460,Calandrella brachydactyla,Greater Short-toed Lark,2019-10-28T00:00:00,2019,10,28,1205,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Calandrella brachydactyla,0
